PLAYER,LOCATION,Latitude,Longitude,DISTANCE (miles),COMBINE,Local Ties,TOURNAMENT LOCATION,Latitude Tournament,Longitude Tournament,TYPE
Braden Bailey,"Waco, Texas",31.5493° N,97.1467° W,537.9593312,Braden BaileyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Pep Angles,"Barcelona, Spain",41.3851° N,2.1734° E,2092.424405,Pep AnglesNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Luke Schniederjans,"Dallas, Texas",32.7767° N,96.7970° W,499.9730235,Luke SchniederjansNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Albin Choi,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Albin ChoiNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Trevor Simsby,"Calgary, Alberta",51.0447° N,114.0719° W,783.6514693,Trevor SimsbyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Martin Piller,"Dallas, Texas",32.7767° N,96.7970° W,499.9730235,Martin PillerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
James Piot,"Canton, Michigan",42.3086° N,83.4821° W,9.952736731,James PiotExtremely Likely,Extremely Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
P.J. Maybank,"Cheboygan, Michigan",45.6469° N,84.4745° W,116.1871179,P.J. MaybankNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
John Pak,"Scotch Plains, New Jersey",40.6554° N,74.3899° W,233.9178679,John PakNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Scott Stevens,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Scott StevensNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Tyler McCumber,"Ponte Vedra Beach, Florida",30.2397° N,81.3853° W,423.7622046,Tyler McCumberNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Chris Naegel,"St. Louis, Missouri",38.6270° N,90.1994° W,227.3045033,Chris NaegelNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Brent Grant,"Sacramento, California",38.5816° N,121.4944° W,1007.912474,Brent GrantNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Brian Stuard,"Jackson, Michigan",42.2459° N,84.4013° W,33.15345796,Brian StuardLikely,Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Michael Sims,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Michael SimsNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Aaron Beverly,"Sacramento, California",38.5816° N,121.4944° W,1007.912474,Aaron BeverlyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Matt Marshall,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Matt MarshallNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Johnny Ruiz,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Johnny RuizNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Anders Albertson,"Woodstock, Georgia",34.1015° N,84.5194° W,290.0570488,Anders AlbertsonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Danielle Kang,"San Francisco, California",37.7749° N,122.4194° W,1041.260269,Danielle KangNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Evan Bowser,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Evan BowserNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Zac Oakley,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Zac OakleyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Tim Wilkinson,"Palmerston North, New Zealand",40.3523° S,175.6082° E,4254.187628,Tim WilkinsonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Charlie Reiter,"Palm Desert, California",33.7222° N,116.3745° W,945.8730323,Charlie ReiterNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Andrew Kozan,"Palm Beach Gardens, Florida",26.8234° N,80.1387° W,545.5836831,Andrew KozanNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Matt Parziale,"Brockton, Massachusetts",42.0834° N,71.0184° W,309.5651848,Matt ParzialeNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Mark Anguiano,"El Paso, Texas",31.7619° N,106.4850° W,738.0375788,Mark AnguianoNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Taylor Montgomery,"Las Vegas, Nevada",36.1699° N,115.1398° W,877.0873629,Taylor MontgomeryNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Evan Brown,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Evan BrownNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Ben Silverman,"Palm Beach Gardens, Florida",26.8234° N,80.1387° W,545.5836831,Ben SilvermanNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Michael Feagles,"Hinsdale, Illinois",41.8009° N,87.9370° W,125.1498382,Michael FeaglesNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Jack Munro,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Jack MunroNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Josh Whalen,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Josh WhalenNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Hugo Bernard,"Quebec City, Quebec",46.8139° N,71.2080° W,329.464461,Hugo BernardNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Etienne Brault,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Etienne BraultNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Robbie Greenwell,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Robbie GreenwellNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Chris Crawford,"Jacksonville, Florida",30.3322° N,81.6557° W,419.7930572,Chris CrawfordNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Braden Bailey,"Waco, Texas",31.5493° N,97.1467° W,537.9593312,Braden BaileyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Pep Angles,"Barcelona, Spain",41.3851° N,2.1734° E,2092.424405,Pep AnglesNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Luke Schniederjans,"Dallas, Texas",32.7767° N,96.7970° W,499.9730235,Luke SchniederjansNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Albin Choi,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Albin ChoiNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Trevor Simsby,"Calgary, Alberta",51.0447° N,114.0719° W,783.6514693,Trevor SimsbyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Martin Piller,"Dallas, Texas",32.7767° N,96.7970° W,499.9730235,Martin PillerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
,,,,,Not Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
James Piot,"Canton, Michigan",42.3086° N,83.4821° W,9.952736731,James PiotExtremely Likely,Extremely Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
P.J. Maybank,"Cheboygan, Michigan",45.6469° N,84.4745° W,116.1871179,P.J. MaybankNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
John Pak,"Scotch Plains, New Jersey",40.6554° N,74.3899° W,233.9178679,John PakNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Scott Stevens,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Scott StevensNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Tyler McCumber,"Ponte Vedra Beach, Florida",30.2397° N,81.3853° W,423.7622046,Tyler McCumberNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Chris Naegel,"St. Louis, Missouri",38.6270° N,90.1994° W,227.3045033,Chris NaegelNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Brent Grant,"Sacramento, California",38.5816° N,121.4944° W,1007.912474,Brent GrantNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Brian Stuard,"Jackson, Michigan",42.2459° N,84.4013° W,33.15345796,Brian StuardLikely,Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Michael Sims,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Michael SimsNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Aaron Beverly,"Sacramento, California",38.5816° N,121.4944° W,1007.912474,Aaron BeverlyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Matt Marshall,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Matt MarshallNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Johnny Ruiz,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Johnny RuizNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Anders Albertson,"Woodstock, Georgia",34.1015° N,84.5194° W,290.0570488,Anders AlbertsonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Danielle Kang,"San Francisco, California",37.7749° N,122.4194° W,1041.260269,Danielle KangNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Evan Bowser,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Evan BowserNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Zac Oakley,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Zac OakleyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Tim Wilkinson,"Palmerston North, New Zealand",40.3523° S,175.6082° E,4254.187628,Tim WilkinsonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Charlie Reiter,"Palm Desert, California",33.7222° N,116.3745° W,945.8730323,Charlie ReiterNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Andrew Kozan,"Palm Beach Gardens, Florida",26.8234° N,80.1387° W,545.5836831,Andrew KozanNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Matt Parziale,"Brockton, Massachusetts",42.0834° N,71.0184° W,309.5651848,Matt ParzialeNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Mark Anguiano,"El Paso, Texas",31.7619° N,106.4850° W,738.0375788,Mark AnguianoNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Taylor Montgomery,"Las Vegas, Nevada",36.1699° N,115.1398° W,877.0873629,Taylor MontgomeryNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Evan Brown,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Evan BrownNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Ben Silverman,"Palm Beach Gardens, Florida",26.8234° N,80.1387° W,545.5836831,Ben SilvermanNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Michael Feagles,"Hinsdale, Illinois",41.8009° N,87.9370° W,125.1498382,Michael FeaglesNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Jack Munro,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Jack MunroNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Josh Whalen,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Josh WhalenNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Hugo Bernard,"Quebec City, Quebec",46.8139° N,71.2080° W,329.464461,Hugo BernardNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Etienne Brault,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Etienne BraultNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Robbie Greenwell,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Robbie GreenwellNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Chris Crawford,"Jacksonville, Florida",30.3322° N,81.6557° W,419.7930572,Chris CrawfordNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Braden Bailey,"Waco, Texas",31.5493° N,97.1467° W,537.9593312,Braden BaileyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Pep Angles,"Barcelona, Spain",41.3851° N,2.1734° E,2092.424405,Pep AnglesNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Luke Schniederjans,"Dallas, Texas",32.7767° N,96.7970° W,499.9730235,Luke SchniederjansNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Albin Choi,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Albin ChoiNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Trevor Simsby,"Calgary, Alberta",51.0447° N,114.0719° W,783.6514693,Trevor SimsbyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Martin Piller,"Dallas, Texas",32.7767° N,96.7970° W,499.9730235,Martin PillerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
James Piot,"Canton, Michigan",42.3086° N,83.4821° W,9.952736731,James PiotExtremely Likely,Extremely Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
P.J. Maybank,"Cheboygan, Michigan",45.6469° N,84.4745° W,116.1871179,P.J. MaybankNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
John Pak,"Scotch Plains, New Jersey",40.6554° N,74.3899° W,233.9178679,John PakNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Scott Stevens,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Scott StevensNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Tyler McCumber,"Ponte Vedra Beach, Florida",30.2397° N,81.3853° W,423.7622046,Tyler McCumberNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Chris Naegel,"St. Louis, Missouri",38.6270° N,90.1994° W,227.3045033,Chris NaegelNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Brent Grant,"Sacramento, California",38.5816° N,121.4944° W,1007.912474,Brent GrantNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Brian Stuard,"Jackson, Michigan",42.2459° N,84.4013° W,33.15345796,Brian StuardLikely,Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Michael Sims,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Michael SimsNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Aaron Beverly,"Sacramento, California",38.5816° N,121.4944° W,1007.912474,Aaron BeverlyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Matt Marshall,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Matt MarshallNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Johnny Ruiz,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Johnny RuizNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Anders Albertson,"Woodstock, Georgia",34.1015° N,84.5194° W,290.0570488,Anders AlbertsonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Danielle Kang,"San Francisco, California",37.7749° N,122.4194° W,1041.260269,Danielle KangNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Evan Bowser,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Evan BowserNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Zac Oakley,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Zac OakleyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Tim Wilkinson,"Palmerston North, New Zealand",40.3523° S,175.6082° E,4254.187628,Tim WilkinsonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Charlie Reiter,"Palm Desert, California",33.7222° N,116.3745° W,945.8730323,Charlie ReiterNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Andrew Kozan,"Palm Beach Gardens, Florida",26.8234° N,80.1387° W,545.5836831,Andrew KozanNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Matt Parziale,"Brockton, Massachusetts",42.0834° N,71.0184° W,309.5651848,Matt ParzialeNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Mark Anguiano,"El Paso, Texas",31.7619° N,106.4850° W,738.0375788,Mark AnguianoNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Taylor Montgomery,"Las Vegas, Nevada",36.1699° N,115.1398° W,877.0873629,Taylor MontgomeryNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Evan Brown,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Evan BrownNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Ben Silverman,"Palm Beach Gardens, Florida",26.8234° N,80.1387° W,545.5836831,Ben SilvermanNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Michael Feagles,"Hinsdale, Illinois",41.8009° N,87.9370° W,125.1498382,Michael FeaglesNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Jack Munro,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Jack MunroNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Josh Whalen,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Josh WhalenNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Hugo Bernard,"Quebec City, Quebec",46.8139° N,71.2080° W,329.464461,Hugo BernardNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Etienne Brault,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Etienne BraultNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Robbie Greenwell,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Robbie GreenwellNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Chris Crawford,"Jacksonville, Florida",30.3322° N,81.6557° W,419.7930572,Chris CrawfordNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Braden Bailey,"Waco, Texas",31.5493° N,97.1467° W,537.9593312,Braden BaileyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Pep Angles,"Barcelona, Spain",41.3851° N,2.1734° E,2092.424405,Pep AnglesNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Luke Schniederjans,"Dallas, Texas",32.7767° N,96.7970° W,499.9730235,Luke SchniederjansNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Albin Choi,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Albin ChoiNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Trevor Simsby,"Calgary, Alberta",51.0447° N,114.0719° W,783.6514693,Trevor SimsbyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Martin Piller,"Dallas, Texas",32.7767° N,96.7970° W,499.9730235,Martin PillerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
James Piot,"Canton, Michigan",42.3086° N,83.4821° W,9.952736731,James PiotExtremely Likely,Extremely Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
P.J. Maybank,"Cheboygan, Michigan",45.6469° N,84.4745° W,116.1871179,P.J. MaybankNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
John Pak,"Scotch Plains, New Jersey",40.6554° N,74.3899° W,233.9178679,John PakNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Scott Stevens,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Scott StevensNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Tyler McCumber,"Ponte Vedra Beach, Florida",30.2397° N,81.3853° W,423.7622046,Tyler McCumberNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Chris Naegel,"St. Louis, Missouri",38.6270° N,90.1994° W,227.3045033,Chris NaegelNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Brent Grant,"Sacramento, California",38.5816° N,121.4944° W,1007.912474,Brent GrantNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Brian Stuard,"Jackson, Michigan",42.2459° N,84.4013° W,33.15345796,Brian StuardLikely,Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Michael Sims,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Michael SimsNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Aaron Beverly,"Sacramento, California",38.5816° N,121.4944° W,1007.912474,Aaron BeverlyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Matt Marshall,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Matt MarshallNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Johnny Ruiz,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Johnny RuizNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Anders Albertson,"Woodstock, Georgia",34.1015° N,84.5194° W,290.0570488,Anders AlbertsonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Danielle Kang,"San Francisco, California",37.7749° N,122.4194° W,1041.260269,Danielle KangNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Evan Bowser,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Evan BowserNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Zac Oakley,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Zac OakleyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Tim Wilkinson,"Palmerston North, New Zealand",40.3523° S,175.6082° E,4254.187628,Tim WilkinsonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Charlie Reiter,"Palm Desert, California",33.7222° N,116.3745° W,945.8730323,Charlie ReiterNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Andrew Kozan,"Palm Beach Gardens, Florida",26.8234° N,80.1387° W,545.5836831,Andrew KozanNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Matt Parziale,"Brockton, Massachusetts",42.0834° N,71.0184° W,309.5651848,Matt ParzialeNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
